Company Name,Website,Clearbit Logo URL,Category,Domain,@dropdown,Type/Category,Geographic Coverage,Loan Size Range,Email/Phone,Products,Sectors Served,CITR Accredited,LinkedIn/Twitter,FCA Status,Notes,Source
Arbuthnot Commercial ABL,https://www.arbuthnotlatham.co.uk,https://www.google.com/s2/favicons?domain=www.arbuthnotlatham.co.uk&sz=128,,,,Asset Based Lending,UK (National),£250k+,Contact via website,"Asset based lending, equipment finance",Mid-market businesses,No,@ArbuthnothLath,FCA Regulated,"Part of Arbuthnot Banking Group, launched 2018",Asset Finance Research
Arbuthnot Latham,https://www.arbuthnot.co.uk,https://www.google.com/s2/favicons?domain=www.arbuthnot.co.uk&sz=128,Private Bank,arbuthnot.co.uk
Artshare (SHARE Limited),https://artbusinessloans.co.uk/,https://www.google.com/s2/favicons?domain=artbusinessloans.co.uk&sz=128,,,,CDFI - Social/Arts,Regional (UK),Various,,Social enterprise finance,Social enterprises,Yes,,FCA Regulated,Social Help Association for Reinvesting in Enterprise,CITR List
Assetz Capital,https://www.assetzcapital.co.uk,https://www.google.com/s2/favicons?domain=www.assetzcapital.co.uk&sz=128,P2P,assetzcapital.co.uk
Atom Bank,https://www.atombank.co.uk,https://www.google.com/s2/favicons?domain=www.atombank.co.uk&sz=128,Challenger Bank,atombank.co.uk
Avamore Capital,https://www.avamo.re,https://www.google.com/s2/favicons?domain=www.avamo.re&sz=128,Development Finance,avamo.re
AxiaFunder,https://www.axiafunder.com,https://www.google.com/s2/favicons?domain=www.axiafunder.com&sz=128,Alternative Lender,axiafunder.com
BCRS Business Loans,https://www.bcrs.org.uk,https://www.google.com/s2/favicons?domain=www.bcrs.org.uk&sz=128,CDFI,bcrs.org.uk
BMW Financial Services GB,https://www.bmw.co.uk/financial-services,https://www.google.com/s2/favicons?domain=www.bmw.co.uk&sz=128,Vendor Finance,bmw.co.uk
BNP Paribas Commercial Finance,https://www.bnpparibas.co.uk,https://www.google.com/s2/favicons?domain=www.bnpparibas.co.uk&sz=128,Bank,bnpparibas.co.uk
BNP Paribas Leasing Solutions,https://leasingsolutions.bnpparibas.co.uk,https://www.google.com/s2/favicons?domain=leasingsolutions.bnpparibas.co.uk&sz=128,Asset Finance,bnpparibas.co.uk
Bank of Ireland Commercial Finance,https://www.bankofireland.com/business/,https://www.google.com/s2/favicons?domain=www.bankofireland.com&sz=128,Bank,bankofireland.com
Barclays,https://www.barclayscorporate.com,https://www.google.com/s2/favicons?domain=www.barclayscorporate.com&sz=128,Major Bank,barclays.com
Barclays (Trade & Working Capital),https://www.barclayscorporate.com,https://www.google.com/s2/favicons?domain=www.barclayscorporate.com&sz=128,,,,Major Bank,"UK, International",Various,Relationship banking,"Trade finance, export finance, working capital","Corporate, SMEs",No,@Barclays,FCA Regulated (Bank),"Award-winning trade finance team, iPortal platform",Exa Search
Barclays Asset Finance,https://www.barclays.com,https://www.google.com/s2/favicons?domain=www.barclays.com&sz=128,,,,Asset Finance / Bank,UK (National),Various,Contact via website,"Asset finance, equipment finance, vehicle finance",All sectors,No,@Barclays,FCA Regulated (Bank),Major high street bank asset finance division,Asset Finance Research
Barclays Trade & Working Capital,https://www.barclayscorporate.com,https://www.google.com/s2/favicons?domain=www.barclayscorporate.com&sz=128,,,,Invoice Finance / Bank,"UK, International",Various,Relationship banking,"Invoice finance, asset based lending, trade finance","Corporate, SMEs",No,@Barclays,FCA Regulated (Bank),"Formerly Barclays Commercial Services, award-winning",FundInvoice List
Barclays Trade Finance,https://www.barclayscorporate.com,https://www.google.com/s2/favicons?domain=www.barclayscorporate.com&sz=128,,,,Trade Finance / Bank,"UK, International",Various,Relationship banking,"Trade finance, export/import finance, supply chain finance","Corporate, SMEs",No,@Barclays,FCA Regulated (Bank),Major trade finance provider,Trade Finance Research
Berkeley Trade Finance,https://www.berkeleytf.com,https://www.google.com/s2/favicons?domain=www.berkeleytf.com&sz=128,Trade Finance,berkeleytf.com
Bibby Financial Services,https://www.bibbyfinancialservices.com,https://www.google.com/s2/favicons?domain=www.bibbyfinancialservices.com&sz=128,Invoice Finance,bibbyfinancialservices.com
Big Issue Invest,https://www.bigissueinvest.com,https://www.google.com/s2/favicons?domain=www.bigissueinvest.com&sz=128,CDFI,bigissueinvest.com
Blazehill Capital,https://www.blazehillcapital.com,https://www.google.com/s2/favicons?domain=www.blazehillcapital.com&sz=128,Alternative Lender,blazehillcapital.com
Blend Network,https://www.blendnetwork.com,https://www.google.com/s2/favicons?domain=www.blendnetwork.com&sz=128,P2P,blendnetwork.com
Bluestone Leasing,https://www.bluestoneleasing.com,https://www.google.com/s2/favicons?domain=www.bluestoneleasing.com&sz=128,Asset Finance,bluestoneleasing.com
Boost Capital,https://www.boost-capital.co.uk,https://www.google.com/s2/favicons?domain=www.boost-capital.co.uk&sz=128,Alternative Lender,boost-capital.co.uk
Breal Zeta CF,https://www.breal.co.uk,https://www.google.com/s2/favicons?domain=www.breal.co.uk&sz=128,Alternative Lender,breal.co.uk
British Business Bank,https://www.british-business-bank.co.uk,https://www.google.com/s2/favicons?domain=www.british-business-bank.co.uk&sz=128,Government,british-business-bank.co.uk
Business Enterprise Fund (BEF),https://www.befund.org,https://www.google.com/s2/favicons?domain=www.befund.org&sz=128,CDFI,befund.org
Business Finance North West,https://www.financenw.org,https://www.google.com/s2/favicons?domain=www.financenw.org&sz=128,CDFI,financenw.org
CIT Group UK,https://www.cit.com,https://www.google.com/s2/favicons?domain=www.cit.com&sz=128,Asset Finance,cit.com
Cantora Leasing Services,https://www.cantora.co.uk,https://www.google.com/s2/favicons?domain=www.cantora.co.uk&sz=128,Asset Finance,cantora.co.uk
Capify,https://www.capify.co.uk,https://www.google.com/s2/favicons?domain=www.capify.co.uk&sz=128,Merchant Cash Advance,capify.co.uk
Capital on Tap,https://www.capitalontap.com,https://www.google.com/s2/favicons?domain=www.capitalontap.com&sz=128,Business Credit Card,capitalontap.com
CapitalRise,https://www.capitalrise.com,https://www.google.com/s2/favicons?domain=www.capitalrise.com&sz=128,Development Finance,capitalrise.com
Capitalise,https://www.capitalise.com,https://www.google.com/s2/favicons?domain=www.capitalise.com&sz=128,Broker,capitalise.com
Caple,https://www.caple.co.uk,https://www.google.com/s2/favicons?domain=www.caple.co.uk&sz=128,Alternative Lender,caple.co.uk
Cash Direct UK,https://cashdirectuk.net/,https://www.google.com/s2/favicons?domain=cashdirectuk.net&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Cashbook Finance,https://www.cashbookfinance.com/,https://www.google.com/s2/favicons?domain=www.cashbookfinance.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Castlebridge Finance,https://cbfinance.co.uk/,https://www.google.com/s2/favicons?domain=cbfinance.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Acquired Castle Business Finance (now in admin),FundInvoice List
Catalyst Business Finance,https://www.catalystbf.co.uk,https://www.google.com/s2/favicons?domain=www.catalystbf.co.uk&sz=128,Alternative Lender,catalystbf.co.uk
Chamber Acorn Fund (Humber),https://www.chamberacornfund.com,https://www.google.com/s2/favicons?domain=www.chamberacornfund.com&sz=128,CDFI,chamberacornfund.com
Channel Capital Advisors,https://channelcapital.io/,https://www.google.com/s2/favicons?domain=channelcapital.io&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance advisory,SMEs,No,,FCA Regulated,Invoice finance advisors,FundInvoice List
Charity Bank,https://www.charitybank.org,https://www.google.com/s2/favicons?domain=www.charitybank.org&sz=128,CDFI,charitybank.org
Cisco Systems Capital,https://www.cisco.com,https://www.google.com/s2/favicons?domain=www.cisco.com&sz=128,Vendor Finance,cisco.com
ClearBank,https://www.clear.bank,https://www.google.com/s2/favicons?domain=www.clear.bank&sz=128,Challenger Bank,clear.bank
Close Brothers,https://www.closebrothers.com,https://www.google.com/s2/favicons?domain=www.closebrothers.com&sz=128,Asset Finance,closebrothers.com
Close Brothers Asset Finance,https://www.closebrothersamf.com,https://www.google.com/s2/favicons?domain=www.closebrothersamf.com&sz=128,Asset Finance,closebrothersamf.com
Close Brothers Invoice Finance,https://www.closeinvoice.co.uk,https://www.google.com/s2/favicons?domain=www.closeinvoice.co.uk&sz=128,Invoice Finance,closeinvoice.co.uk
Clydesdale Bank (Virgin Money),https://www.cbonline.co.uk,https://www.google.com/s2/favicons?domain=www.cbonline.co.uk&sz=128,Bank,cbonline.co.uk
Co-operative & Community Finance,https://coopfinance.coop,https://www.google.com/s2/favicons?domain=coopfinance.coop&sz=128,CDFI,coopfinance.coop
Convenient Capital,https://www.convcap.com/,https://www.google.com/s2/favicons?domain=www.convcap.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Convertibill,https://www.convertibill.com/,https://www.google.com/s2/favicons?domain=www.convertibill.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Corporate Asset Solutions,https://www.corporateas.co.uk,https://www.google.com/s2/favicons?domain=www.corporateas.co.uk&sz=128,Asset Finance,corporateas.co.uk
Coventry and Warwickshire Reinvestment Trust (CWRT),https://www.cwrt.uk.com,https://www.google.com/s2/favicons?domain=www.cwrt.uk.com&sz=128,CDFI,cwrt.uk.com
Creative Capital,https://www.creativecapital.co.uk,https://www.google.com/s2/favicons?domain=www.creativecapital.co.uk&sz=128,Invoice Finance,creativecapital.co.uk
Credit4,https://www.credit4.co.uk,https://www.google.com/s2/favicons?domain=www.credit4.co.uk&sz=128,Alternative Lender,credit4.co.uk
Crowd2Fund,https://www.crowd2fund.com,https://www.google.com/s2/favicons?domain=www.crowd2fund.com&sz=128,P2P,crowd2fund.com
CrowdProperty,https://www.crowdproperty.com,https://www.google.com/s2/favicons?domain=www.crowdproperty.com&sz=128,Development Finance,crowdproperty.com
Cubefunder,https://www.cubefunder.com,https://www.google.com/s2/favicons?domain=www.cubefunder.com&sz=128,Alternative Lender,cubefunder.com
Cumbria Community Asset and Reinvestment Trust,https://www.enterpriseanswers.co.uk/,https://www.google.com/s2/favicons?domain=www.enterpriseanswers.co.uk&sz=128,,,,CDFI - Commercial Lending,Cumbria,Various,,Business loans,Local businesses,Yes,,FCA Regulated,Regional CDFI,CITR List
Cynergy Bank,https://www.cynergybank.co.uk,https://www.google.com/s2/favicons?domain=www.cynergybank.co.uk&sz=128,Specialist Bank,cynergybank.co.uk
DSL Business Finance,https://www.dsl-businessfinance.co.uk,https://www.google.com/s2/favicons?domain=www.dsl-businessfinance.co.uk&sz=128,CDFI,dsl-businessfinance.co.uk
Danske Bank,https://danskebank.co.uk/business,https://www.google.com/s2/favicons?domain=danskebank.co.uk&sz=128,Bank,danskebank.co.uk
De Lage Landen,https://www.delagelanden.com,https://www.google.com/s2/favicons?domain=www.delagelanden.com&sz=128,Asset Finance,delagelanden.com
Deutsche Leasing UK,https://www.deutscheleasing.co.uk,https://www.google.com/s2/favicons?domain=www.deutscheleasing.co.uk&sz=128,Asset Finance,deutscheleasing.co.uk
Development Bank of Wales,https://developmentbank.wales,https://www.google.com/s2/favicons?domain=developmentbank.wales&sz=128,CDFI,developmentbank.wales
ECF Asset Finance,https://www.ecfgroup.co.uk,https://www.google.com/s2/favicons?domain=www.ecfgroup.co.uk&sz=128,Asset Finance,ecfgroup.co.uk
Echo Finance,https://www.echofinance.co.uk,https://www.google.com/s2/favicons?domain=www.echofinance.co.uk&sz=128,Alternative Lender,echofinance.co.uk
Echo Finance (formerly Glenhawk),https://www.echofinance.co.uk,https://www.google.com/s2/favicons?domain=www.echofinance.co.uk&sz=128,,,,Bridging Finance,UK (National),Various,Contact via website,"Bridging loans, development finance",Property investors,No,,FCA Regulated,Bridging and development specialist,Exa Search
First Enterprise,https://www.first-enterprise.co.uk/,https://www.google.com/s2/favicons?domain=www.first-enterprise.co.uk&sz=128,,first-enterprise.co.uk,,CDFI - Commercial Lending,East Midlands,Various,,Business loans,SMEs,Yes,,FCA Regulated,Regional CDFI,CITR List
Ethex,https://www.ethex.org.uk,https://www.google.com/s2/favicons?domain=www.ethex.org.uk&sz=128,P2P,ethex.org.uk
FAS Capital,https://www.fascap.co.uk,https://www.google.com/s2/favicons?domain=www.fascap.co.uk&sz=128,Asset Finance,fascap.co.uk
FGI Finance,https://www.fgifinance.co.uk,https://www.google.com/s2/favicons?domain=www.fgifinance.co.uk&sz=128,Invoice Finance,fgifinance.co.uk
FI Capital,https://www.ficapital.co.uk/,https://www.google.com/s2/favicons?domain=www.ficapital.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Fair Finance,https://fairfinance.org.uk/,https://www.google.com/s2/favicons?domain=fairfinance.org.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Fiduciam,https://www.fiduciam.com,https://www.google.com/s2/favicons?domain=www.fiduciam.com&sz=128,Alternative Lender,fiduciam.com
Fiinu,https://www.fiinu.com,https://www.google.com/s2/favicons?domain=www.fiinu.com&sz=128,Challenger Bank,fiinu.com
Finance for Enterprise (FFE),https://www.ffe.org.uk,https://www.google.com/s2/favicons?domain=www.ffe.org.uk&sz=128,CDFI,ffe.org.uk
Financefair,https://www.financefair.co.uk,https://www.google.com/s2/favicons?domain=www.financefair.co.uk&sz=128,Alternative Lender,financefair.co.uk
Flex ABL,https://www.flexabl.co.uk/,https://www.google.com/s2/favicons?domain=www.flexabl.co.uk&sz=128,,,,Asset Based Lending,UK (National),Various,Contact via website,"Asset based lending, invoice finance",SMEs,No,,FCA Regulated,Asset based lending specialist,FundInvoice List
Fleximize,https://www.fleximize.com,https://www.google.com/s2/favicons?domain=www.fleximize.com&sz=128,Alternative Lender,fleximize.com
Flo Group,https://www.flogroup.co.uk,https://www.google.com/s2/favicons?domain=www.flogroup.co.uk&sz=128,Alternative Lender,flogroup.co.uk
Folk2Folk,https://folk2folk.com/,https://www.google.com/s2/favicons?domain=folk2folk.com&sz=128,P2P,folk2folk.com
Fortwell Capital,https://www.fortwellcapital.co.uk,https://www.google.com/s2/favicons?domain=www.fortwellcapital.co.uk&sz=128,Development Finance,fortwellcapital.co.uk
Funding 365,https://www.funding365.co.uk,https://www.google.com/s2/favicons?domain=www.funding365.co.uk&sz=128,Development Finance,funding365.co.uk
Funding Alternative,https://fundingalternative.co.uk/,https://www.google.com/s2/favicons?domain=fundingalternative.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Funding Circle,https://www.fundingcircle.com/uk/,https://www.google.com/s2/favicons?domain=www.fundingcircle.com&sz=128,Alternative Lender,fundingcircle.com
Funding Options,https://www.fundingoptions.com,https://www.google.com/s2/favicons?domain=www.fundingoptions.com&sz=128,Broker,fundingoptions.com
GapCap,https://www.gapcap.com,https://www.google.com/s2/favicons?domain=www.gapcap.com&sz=128,Alternative Lender,gapcap.com
Giant Finance+,https://www.giantfinanceplus.com,https://www.google.com/s2/favicons?domain=www.giantfinanceplus.com&sz=128,Invoice Finance,giantfinanceplus.com
Got Capital,https://www.gotcapital.co.uk,https://www.google.com/s2/favicons?domain=www.gotcapital.co.uk&sz=128,Alternative Lender,gotcapital.co.uk
Growth Lending,https://www.growthlending.com,https://www.google.com/s2/favicons?domain=www.growthlending.com&sz=128,Alternative Lender,growthlending.com
HSBC Asset Finance,https://www.hsbc.co.uk/business,https://www.google.com/s2/favicons?domain=www.hsbc.co.uk&sz=128,,,,Asset Finance / Bank,"UK, International",Various,Contact via website,"Asset finance, equipment finance, export finance",All sectors,No,@HSBC_UK,FCA Regulated (Bank),Global bank asset finance division,Asset Finance Research
HSBC Invoice Finance (UK),https://www.hsbc.co.uk/business,https://www.google.com/s2/favicons?domain=www.hsbc.co.uk&sz=128,,,,Invoice Finance / Bank,"UK, International",Various,Contact via website,"Invoice finance, export invoice finance, trade finance","All sizes, international traders",No,@HSBC_UK,FCA Regulated (Bank),Global bank with 200+ country expertise,FundInvoice List
HSBC Trade Finance,https://www.hsbcnet.com,https://www.google.com/s2/favicons?domain=www.hsbcnet.com&sz=128,Trade Finance,hsbc.com
HSBC UK,https://www.hsbc.co.uk/business,https://www.google.com/s2/favicons?domain=www.hsbc.co.uk&sz=128,Major Bank,hsbc.co.uk
HSBC UK (Trade Finance),https://www.hsbc.co.uk/business,https://www.google.com/s2/favicons?domain=www.hsbc.co.uk&sz=128,,,,Major Bank,"UK, International",Various,Relationship banking,"Export invoice finance, import/export loans, trade finance",International traders,No,@HSBC_UK,FCA Regulated (Bank),Global trade expertise in 200+ countries,Exa Search
Hampshire Trust Bank,https://www.htb.co.uk,https://www.google.com/s2/favicons?domain=www.htb.co.uk&sz=128,Specialist Bank,htb.co.uk
Handelsbanken,https://www.handelsbanken.co.uk/business,https://www.google.com/s2/favicons?domain=www.handelsbanken.co.uk&sz=128,Bank,handelsbanken.co.uk
Hanover Asset Finance,https://www.hfg.co.uk,https://www.google.com/s2/favicons?domain=www.hfg.co.uk&sz=128,Asset Finance,hfg.co.uk
Haydock Finance,https://www.haydockfinance.co.uk,https://www.google.com/s2/favicons?domain=www.haydockfinance.co.uk&sz=128,Alternative Lender,haydockfinance.co.uk
Hitachi Capital,https://www.hitachicapital.co.uk,https://www.google.com/s2/favicons?domain=www.hitachicapital.co.uk&sz=128,Asset Finance,hitachicapital.co.uk
Hitachi Capital (Novuna),https://www.novunabusinessfinance.co.uk,https://www.google.com/s2/favicons?domain=www.novunabusinessfinance.co.uk&sz=128,,,,Asset Finance,UK (National),Various,Contact via website,"Asset finance, equipment finance, vehicle finance",All sectors,No,@NovunaUK,FCA Regulated,"Rebranded from Hitachi Capital, major asset finance provider",Asset Finance Research
Hitachi Capital UK,https://www.hitachicapital.co.uk,https://www.google.com/s2/favicons?domain=www.hitachicapital.co.uk&sz=128,,,,Asset Finance,UK (National),Various,Contact via website,"Asset finance, vehicle finance, IT finance",All sectors,No,LinkedIn,FCA Regulated,Major equipment finance provider,Web Research
Hodge Bank,https://www.hodgebank.co.uk,https://www.google.com/s2/favicons?domain=www.hodgebank.co.uk&sz=128,Specialist Bank,hodgebank.co.uk
Hope Capital,https://www.hopecapital.co.uk,https://www.google.com/s2/favicons?domain=www.hopecapital.co.uk&sz=128,Development Finance,hopecapital.co.uk
Hydr,https://www.hydr.com,https://www.google.com/s2/favicons?domain=www.hydr.com&sz=128,Trade Finance,hydr.com
Hydr (formerly Ebury),https://www.hydr.com,https://www.google.com/s2/favicons?domain=www.hydr.com&sz=128,,,,FX & Trade Finance,"UK, International",Various,Apply online,"FX, international payments, trade finance",Businesses trading internationally,No,@Hydr,FCA Regulated,Fintech for cross-border finance,Capitalise
IGF Group,https://www.igf.co.uk,https://www.google.com/s2/favicons?domain=www.igf.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Invoice finance, invoice discounting",SMEs,No,LinkedIn,FCA Regulated,Independent Growth Finance,FundInvoice List
IGF Invoice Finance,https://www.igf.co.uk,https://www.google.com/s2/favicons?domain=www.igf.co.uk&sz=128,Invoice Finance,igf.co.uk
ING Lease UK,https://www.inglease.co.uk,https://www.google.com/s2/favicons?domain=www.inglease.co.uk&sz=128,Asset Finance,inglease.co.uk
Industrial Common Ownership Finance (ICOF),https://www.icof.co.uk,https://www.google.com/s2/favicons?domain=www.icof.co.uk&sz=128,CDFI,icof.co.uk
Infund,https://www.infund.co.uk,https://www.google.com/s2/favicons?domain=www.infund.co.uk&sz=128,Alternative Lender,infund.co.uk
Interface Financial Group (IFG),https://www.ifguk.com,https://www.google.com/s2/favicons?domain=www.ifguk.com&sz=128,Invoice Finance,ifguk.com
Investec,https://www.investec.com,https://www.google.com/s2/favicons?domain=www.investec.com&sz=128,Bank,investec.com
Investec Capital Solutions,https://www.investec.com,https://www.google.com/s2/favicons?domain=www.investec.com&sz=128,,,,Asset Based Lending,"UK, International",Large tickets,Contact via website,"Asset based lending, structured finance","Mid-market, corporate",No,@Investec,FCA Regulated,Formerly Amicus Commercial Finance,Asset Finance Research
Investly,https://www.investly.co,https://www.google.com/s2/favicons?domain=www.investly.co&sz=128,Invoice Finance,investly.co
Invocap,https://www.invocap.co.uk,https://www.google.com/s2/favicons?domain=www.invocap.co.uk&sz=128,Invoice Finance,invocap.co.uk
Iron Bridge Finance,https://www.ironbridgefinance.co.uk,https://www.google.com/s2/favicons?domain=www.ironbridgefinance.co.uk&sz=128,Development Finance,ironbridgefinance.co.uk
JMK Group,https://jmkgroupuk.com/,https://www.google.com/s2/favicons?domain=jmkgroupuk.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Jardine Norton,https://jardinenorton.com/,https://www.google.com/s2/favicons?domain=jardinenorton.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Johnson & Johnson Finance,https://www.jnj.com,https://www.google.com/s2/favicons?domain=www.jnj.com&sz=128,Vendor Finance,jnj.com
Just Cashflow,https://www.justcashflow.com,https://www.google.com/s2/favicons?domain=www.justcashflow.com&sz=128,Invoice Finance,justcashflow.com
Key Equipment Finance,https://www.kefonline.eu,https://www.google.com/s2/favicons?domain=www.kefonline.eu&sz=128,Asset Finance,kefonline.eu
Key Factors,https://www.keyfactorsltd.com/,https://www.google.com/s2/favicons?domain=www.keyfactorsltd.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Factoring, invoice finance",SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Key Fund Investments,https://thekeyfund.co.uk/,https://www.google.com/s2/favicons?domain=thekeyfund.co.uk&sz=128,,,,CDFI - Commercial Lending,Regional (UK),Various,,Business investment,SMEs,Yes,,FCA Regulated,Investment focused CDFI,CITR List
Kindred LCR CIC,https://kindred-lcr.co.uk/,https://www.google.com/s2/favicons?domain=kindred-lcr.co.uk&sz=128,,,,CDFI - Commercial Lending,Regional,Various,,Business finance,Local businesses,Yes,,FCA Regulated,CIC structure,CITR List
Kriya,https://www.kriya.co.uk,https://www.google.com/s2/favicons?domain=www.kriya.co.uk&sz=128,Alternative Lender,kriya.co.uk
Kroo Bank,https://www.kroo.com,https://www.google.com/s2/favicons?domain=www.kroo.com&sz=128,Challenger Bank,kroo.com
Kuflink,https://www.kuflink.co.uk,https://www.google.com/s2/favicons?domain=www.kuflink.co.uk&sz=128,Development Finance,kuflink.co.uk
Lendwise,https://www.lendwise.com,https://www.google.com/s2/favicons?domain=www.lendwise.com&sz=128,P2P,lendwise.com
Let's Do Business Finance (Capitalise Business Support),https://letsdобusinessfinance.co.uk,https://www.google.com/s2/favicons?domain=xn--letsdusinessfinance-fpp6q.co.uk&sz=128,,,,CDFI - Commercial Lending,Regional (UK),Various,Contact via website,Business finance,SMEs,Yes,,FCA Regulated,Trading name for Capitalise Business Support,CITR List
Leumi ABL,https://www.leumiuk.com,https://www.google.com/s2/favicons?domain=www.leumiuk.com&sz=128,Invoice Finance,leumiuk.com
Liberis,https://www.liberis.com,https://www.google.com/s2/favicons?domain=www.liberis.com&sz=128,Merchant Cash Advance,liberis.com
Liquid Link,https://liquidlink.co.uk/,https://www.google.com/s2/favicons?domain=liquidlink.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Part of Liquid Friday Group,FundInvoice List
Lloyds Bank,https://www.lloydsbank.com/business,https://www.google.com/s2/favicons?domain=www.lloydsbank.com&sz=128,Major Bank,lloydsbank.com
Lloyds Bank (Trade Finance),https://www.lloydsbank.com/business,https://www.google.com/s2/favicons?domain=www.lloydsbank.com&sz=128,,,,Major Bank,UK (National),Various,Relationship banking,"Trade finance, export finance","Exporters, importers",No,@AskLloydsBank,FCA Regulated (Bank),Major UK bank trade division,Web Research
Lloyds Bank Commercial Finance,https://www.lloydsbank.com/business,https://www.google.com/s2/favicons?domain=www.lloydsbank.com&sz=128,,,,Asset Finance / Bank,UK (National),Various,Contact via website,"Asset finance, equipment finance, vehicle finance",All sectors,No,@AskLloydsBank,FCA Regulated (Bank),Major high street bank asset finance division,Asset Finance Research
Lloyds Bank Trade Finance,https://www.lloydsbank.com/business,https://www.google.com/s2/favicons?domain=www.lloydsbank.com&sz=128,,,,Trade Finance / Bank,"UK, International",Various,Relationship banking,"Trade finance, export/import finance, FX","SMEs, corporates",No,@AskLloydsBank,FCA Regulated (Bank),Major trade finance division,Trade Finance Research
Lombard (NatWest),https://www.lombardcommercial.co.uk,https://www.google.com/s2/favicons?domain=www.lombardcommercial.co.uk&sz=128,Asset Finance,lombardcommercial.co.uk
Lombard (RBS),https://www.lombardassetfinance.com,https://www.google.com/s2/favicons?domain=www.lombardassetfinance.com&sz=128,Asset Finance,lombardassetfinance.com
Love Finance,https://www.lovefinance.com,https://www.google.com/s2/favicons?domain=www.lovefinance.com&sz=128,Alternative Lender,lovefinance.com
MAN Financial Services,https://www.manfinancialservices.co.uk,https://www.google.com/s2/favicons?domain=www.manfinancialservices.co.uk&sz=128,Vendor Finance,manfinancialservices.co.uk
